timestamp,event_severity,recommended_action,original_predicted_load,estimated_reduction_kw,reduction_percent,new_predicted_load,optimization_score,battery_soc_percent,recommendation,approval_status
2017-12-05 13:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,619.09,34.1,5.51,584.99,28.1,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-05 14:00:00,HIGH,COMBINED_ACTION,594.17,71.31,12.0,522.86,48.18,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-05 15:00:00,HIGH,COMBINED_ACTION,605.63,86.42,14.27,519.21,61.78,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-05 16:00:00,CRITICAL,COMBINED_ACTION,615.54,95.93,15.58,519.61,87.93,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-05 17:00:00,HIGH,BATTERY_DISCHARGE,590.97,25.0,4.23,565.97,14.5,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-07 12:00:00,ELEVATED,COMBINED_ACTION,565.1,70.1,12.4,495.0,28.57,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-07 13:00:00,ELEVATED,BATTERY_DISCHARGE,562.17,25.0,4.45,537.17,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-07 14:00:00,ELEVATED,BATTERY_DISCHARGE,557.48,25.0,4.48,532.48,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-07 15:00:00,ELEVATED,BATTERY_DISCHARGE,570.57,25.0,4.38,545.57,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-07 16:00:00,ELEVATED,BATTERY_DISCHARGE,571.51,25.0,4.37,546.51,6.75,80.0,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-07 17:00:00,ELEVATED,BATTERY_DISCHARGE,550.82,25.0,4.54,525.82,6.75,77.5,Discharge the simulated campus battery during the peak period.,PENDING
2017-12-08 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,569.39,39.6,6.96,529.79,11.7,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-08 13:00:00,HIGH,COMBINED_ACTION,596.97,74.35,12.45,522.62,50.91,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-08 14:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,605.1,35.17,5.81,569.93,19.65,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-08 15:00:00,HIGH,COMBINED_ACTION,598.7,78.07,13.04,520.63,54.26,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-08 16:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,596.04,36.25,6.08,559.79,20.62,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-08 17:00:00,ELEVATED,COMBINED_ACTION,575.01,86.89,15.11,488.12,41.17,77.5,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-11 12:00:00,ELEVATED,HVAC_SETPOINT_ADJUSTMENT,565.97,40.52,7.16,525.45,12.39,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-11 13:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,603.83,35.18,5.83,568.64,19.66,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-11 14:00:00,CRITICAL,HVAC_SETPOINT_ADJUSTMENT,615.66,39.44,6.41,576.22,33.44,80.0,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
2017-12-11 15:00:00,CRITICAL,COMBINED_ACTION,614.66,90.49,14.72,524.17,82.49,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-11 16:00:00,CRITICAL,COMBINED_ACTION,612.52,70.28,11.47,542.24,62.28,80.0,"Apply a coordinated simulated HVAC, EV charging and battery action.",PENDING
2017-12-11 17:00:00,HIGH,HVAC_SETPOINT_ADJUSTMENT,607.76,34.47,5.67,573.29,19.02,77.5,Apply a temporary simulated HVAC setpoint adjustment.,PENDING
